,price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,features_list,luxury
3227,0.52,3.0,2.0,2,low floor,New Property,farukhnagar,house,904.0,0,0,0,0,0,unfurnished,[],low
3228,1.1,8.0,4.0,3+,low floor,Old Property,sector 4,house,1797.0,0,0,0,0,0,unfurnished,['Water Storage'],low
3229,0.75,4.0,4.0,2,low floor,Moderately Old,sector 6,house,484.2,0,0,0,0,0,unfurnished,[],low
3230,1.25,2.0,3.0,0,low floor,Moderately Old,sector 4,house,1452.6,0,0,0,0,0,unfurnished,[],low
3231,4.25,4.0,3.0,2,low floor,Moderately Old,sector 10,house,1800.0,0,0,0,0,0,unfurnished,[],low
3232,0.37,1.0,1.0,1,low floor,Relatively New,sector 3,house,484.2,0,0,0,0,0,unfurnished,[],low
3233,5.7,4.0,4.0,0,low floor,Moderately Old,sector 54,house,2421.0,0,0,0,0,0,unfurnished,"['Swimming Pool', 'ATM', 'Creche/Day care', 'Wi-Fi Connectivity', 'Cafeteria', 'Community Hall', 'Entrance Lobby', 'Sewage Treatment Plant', 'CCTV Camera Security']",normal
3234,2.1,3.0,2.0,1,low floor,New Property,sector 70,house,600.0,0,0,0,0,0,unfurnished,[],low
3235,1.1,5.0,4.0,2,low floor,Relatively New,sector 3,house,900.0,0,0,0,0,0,unfurnished,[],low
3236,1.2,4.0,4.0,3+,low floor,Old Property,sohna road,house,538.0,0,0,0,0,0,unfurnished,['Park'],low
3237,4.5,4.0,4.0,0,low floor,Relatively New,sector 28,house,3195.72,0,0,0,0,0,unfurnished,[],low
3238,0.8,4.0,4.0,0,low floor,Old Property,Om Nagar,house,904.0,0,0,0,0,0,unfurnished,[],low
3239,1.1,2.0,2.0,1,low floor,Old Property,sector 9,house,1359.0,0,0,0,0,1,unfurnished,[],low
3240,3.0,4.0,4.0,0,low floor,Old Property,sector 17,house,2700.0,0,0,0,0,0,unfurnished,[],low
3241,8.5,4.0,6.0,3,low floor,Old Property,sector 48,house,3240.0,0,1,0,1,1,unfurnished,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",normal
3242,1.1,5.0,3.0,1,low floor,Old Property,Anand Garden,house,1625.0,1,0,0,1,0,unfurnished,[],low
3243,6.0,9.0,6.0,2,low floor,Old Property,sector 12,house,1600.0,0,0,0,0,0,unfurnished,[],low
3244,0.82,4.0,4.0,0,low floor,Moderately Old,sector 8,house,802.0,0,0,0,0,0,unfurnished,[],low
3245,0.35,1.0,4.0,1,low floor,Moderately Old,faridabad road,house,1001.0,0,0,0,0,0,unfurnished,[],low
3246,1.15,3.0,2.0,1,low floor,Moderately Old,sector 105,house,3500.0,0,0,0,0,0,unfurnished,[],low
3247,1.85,3.0,3.0,3,low floor,Moderately Old,sector 67,house,250.0,0,0,0,0,0,unfurnished,"['Swimming Pool', 'Laundry', 'School', 'Solar Lighting', 'Terrace Garden', 'Creche/Day care', 'Grocery Shop', 'Shopping Centre', 'Video Door Security']",normal
3248,8.5,6.0,6.0,3+,low floor,Under Construction,sector 63,house,3132.0,0,0,1,1,0,unfurnished,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Water Storage']",low
3249,0.9,4.0,5.0,3,low floor,New Property,Tekchand Nagar,house,170.0,0,0,0,0,1,unfurnished,"['Internet/wi-fi connectivity', 'Water Storage']",low
3250,0.5,2.0,1.0,2,low floor,Old Property,sector 3,house,904.0,0,0,1,0,0,unfurnished,"['Natural Light', 'Airy Rooms']",low
3251,5.75,4.0,4.0,2,low floor,Moderately Old,sector 43,house,220.0,0,1,1,0,0,furnished,"['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",luxrious
3252,4.65,5.0,5.0,3+,low floor,Moderately Old,sector 53,house,2648.0,0,0,0,0,0,semifurnished,[],low
3253,7.2,4.0,4.0,3+,low floor,Old Property,sector 2,house,4682.0,1,1,0,0,0,furnished,"['Separate entry for servant room', 'No open drainage around', 'Low Density Society']",low
3254,0.6,3.0,3.0,1,low floor,Relatively New,sector 9,house,560.0,0,0,0,0,0,unfurnished,[],low
3255,4.5,4.0,5.0,2,low floor,Old Property,sector 13,house,4951.0,0,0,0,0,0,unfurnished,[],low
3256,1.3,5.0,2.0,1,low floor,Old Property,sector 12,house,506.0,0,0,0,0,1,unfurnished,[],low
3257,3.2,14.0,14.0,3+,mid floor,Relatively New,sector 24,house,4860.0,0,0,0,0,0,furnished,"['Water Storage', 'Park']",low
3258,1.95,3.0,5.0,3+,low floor,Moderately Old,sector 104,house,915.0,0,0,0,0,0,unfurnished,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Reading Lounge', 'Reflexology Park', 'Card Room', 'Barbecue', 'Restaurant', 'Sauna', 'Spa']",semi_luxrious
3259,6.1,5.0,6.0,3+,low floor,Moderately Old,sector 109,house,2432.0,0,1,0,0,0,unfurnished,"['Maintenance Staff', 'Separate entry for servant room', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",normal
3260,2.0,3.0,1.0,0,low floor,Moderately Old,sector 1,house,1335.0,0,0,0,0,0,unfurnished,"['Private Garden / Terrace', 'Water Storage']",low
3261,2.1,8.0,8.0,3+,low floor,Moderately Old,sector 28,house,904.0,0,0,0,0,1,semifurnished,"['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",normal
3262,1.25,3.0,3.0,2,low floor,New Property,sector 89,house,1420.32,1,0,0,0,1,unfurnished,"['Swimming Pool', 'Lounge', 'Aerobics Centre', 'Terrace Garden', 'Piped Gas', 'Squash Court', 'Gazebo', 'Wi-Fi Connectivity', 'Sun Deck']",normal
3263,0.65,6.0,2.0,3,low floor,Old Property,sector 12,house,1000.0,0,0,0,0,0,unfurnished,[],low
3264,11.5,5.0,6.0,0,low floor,Moderately Old,sector 50,house,3238.76,0,0,0,0,0,unfurnished,[],low
3265,0.9,5.0,4.0,3,low floor,Moderately Old,sector 13,house,786.0,1,1,0,1,1,unfurnished,[],low
3266,0.75,5.0,4.0,3,low floor,Moderately Old,sector 4,house,635.0,0,0,0,0,0,unfurnished,[],low
3267,1.3,3.0,3.0,1,low floor,Moderately Old,sector 105,house,1130.0,0,0,0,0,0,unfurnished,"['Private Garden / Terrace', 'Water Storage', 'Waste Disposal']",low
3268,0.48,2.0,2.0,1,low floor,New Property,sector 104,house,720.0,1,0,0,1,1,unfurnished,"['Feng Shui / Vaastu Compliant', 'Centrally Air Conditioned', 'Maintenance Staff', 'Park', 'Piped-gas', 'Visitor Parking', 'Security Personnel']",normal
3269,0.68,5.0,3.0,0,low floor,Relatively New,sector 3,house,1753.88,0,0,0,0,0,unfurnished,[],low
3270,1.5,7.0,2.0,0,low floor,Relatively New,sector 3,house,1980.0,0,0,0,0,0,unfurnished,[],low
3271,1.3,3.0,3.0,1,low floor,Moderately Old,sector 105,house,1129.8,0,0,0,0,0,unfurnished,[],low
3272,0.6,2.0,2.0,1,low floor,Moderately Old,sector 9,house,560.0,0,0,0,0,0,unfurnished,['Park'],low
3273,6.5,4.0,4.0,3+,low floor,Moderately Old,sector 14,house,3154.0,0,0,0,0,0,unfurnished,[],low
3274,0.49,2.0,1.0,0,low floor,Old Property,Shivji Park Colony,house,527.0,0,0,0,0,0,unfurnished,['Water Storage'],low
3275,1.07,2.0,2.0,1,low floor,Old Property,sector 15,house,904.0,0,1,0,0,0,unfurnished,['Water Storage'],low
3276,2.1,6.0,6.0,3+,low floor,Relatively New,sector 11,house,1216.0,0,0,0,0,0,unfurnished,"['Water Storage', 'Visitor Parking', 'Waste Disposal']",low
3277,4.6,2.0,2.0,2,low floor,Moderately Old,sector 31,house,1069.0,0,0,0,0,0,unfurnished,[],low
3278,1.0,3.0,4.0,2,low floor,Relatively New,sector 3,house,904.0,0,0,0,0,0,unfurnished,[],low
3279,1.1,6.0,4.0,1,low floor,Moderately Old,sector 105,house,900.0,0,0,0,0,0,unfurnished,[],low
3280,2.95,4.0,3.0,2,low floor,New Property,sector 69,house,1797.0,0,0,0,1,1,furnished,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']",luxrious
3281,4.6,6.0,4.0,3+,low floor,Old Property,sector 31,house,1464.0,0,0,0,0,1,unfurnished,['Park'],low
3282,0.35,2.0,2.0,1,low floor,Old Property,sector 9,house,355.0,0,0,0,0,0,unfurnished,[],low
3283,10.0,8.0,10.0,3+,low floor,Old Property,sector 24,house,435.0,0,0,0,0,0,unfurnished,[],low
3284,5.2,4.0,5.0,2,low floor,Old Property,sector 2,house,4000.0,0,0,0,0,0,unfurnished,[],low
3285,0.4,1.0,1.0,0,low floor,Moderately Old,sector 4,house,452.0,0,0,0,0,0,unfurnished,[],low
3286,0.62,3.0,3.0,1,low floor,Moderately Old,sector 104,house,480.0,0,0,0,0,1,furnished,['Natural Light'],low
3287,0.5,5.0,3.0,2,low floor,Old Property,sector 4,house,538.0,0,0,0,0,0,unfurnished,[],low
3288,0.92,4.0,4.0,3,low floor,Moderately Old,sector 4,house,603.0,0,0,0,0,1,unfurnished,[],low
3289,3.5,6.0,6.0,3+,low floor,Old Property,sector 17,house,1452.6,0,0,0,0,0,unfurnished,[],low
3290,0.8,5.0,4.0,3,low floor,Under Construction,sector 4,house,1359.0,0,0,0,0,0,unfurnished,[],low
3291,1.5,2.0,3.0,2,low floor,New Property,sohna road,house,1055.0,1,0,0,1,0,semifurnished,"['Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Natural Light', 'Spacious Interiors', 'Club house / Community Center', 'Rain Water Harvesting']",semi_luxrious
3292,2.25,3.0,5.0,3+,mid floor,Relatively New,sector 103,house,2000.0,0,0,0,0,0,unfurnished,[],low
3293,13.5,5.0,6.0,3+,low floor,Old Property,sector 25,house,3616.0,0,0,0,0,1,semifurnished,"['Security / Fire Alarm', 'Water purifier', 'Swimming Pool', 'Water Storage', 'Separate entry for servant room', 'Park', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']",semi_luxrious
3294,1.7,1.0,1.0,1,low floor,Old Property,sector 12,house,1797.0,0,1,0,0,0,unfurnished,['Visitor Parking'],low
3295,0.45,3.0,2.0,1,low floor,Old Property,sector 7,house,904.0,0,0,0,0,1,unfurnished,"['Feng Shui / Vaastu Compliant', 'Water Storage']",low
3296,1.2,6.0,2.0,1,low floor,Old Property,sector 105,house,1184.0,0,0,0,0,0,unfurnished,"['Private Garden / Terrace', 'Waste Disposal']",low
3297,1.8,4.0,3.0,1,low floor,Old Property,sector 15,house,1797.0,0,0,0,0,0,unfurnished,"['Private Garden / Terrace', 'Water Storage']",low
3298,1.5,5.0,3.0,2,low floor,New Property,sector 67,house,180.0,0,0,0,0,0,unfurnished,[],low
3299,0.35,2.0,2.0,0,low floor,New Property,sector 2,house,540.0,0,0,0,0,0,unfurnished,[],low
3300,0.55,2.0,2.0,1,low floor,Moderately Old,sector 3,house,715.0,0,0,0,0,0,unfurnished,[],low
3301,4.3,13.0,13.0,3+,mid floor,Relatively New,sector 38,house,1305.0,0,0,0,0,0,furnished,"['Piped-gas', 'Internet/wi-fi connectivity']",low
3302,0.4,1.0,1.0,1,low floor,Moderately Old,sector 4,house,431.0,0,0,0,0,0,unfurnished,[],low
3303,3.0,4.0,4.0,0,low floor,Moderately Old,sector 67,house,2520.0,0,0,0,0,0,unfurnished,[],low
3304,0.43,3.0,3.0,3,low floor,Relatively New,sector 105,house,462.68,0,0,0,0,0,unfurnished,[],low
3305,0.32,2.0,3.0,1,low floor,Relatively New,sector 8,house,300.0,0,0,0,0,0,unfurnished,[],low
3306,0.47,2.0,1.0,1,low floor,Moderately Old,sector 4,house,624.0,0,0,1,0,0,unfurnished,[],low
3307,5.5,9.0,9.0,3+,low floor,Moderately Old,sector 52,house,2709.0,0,1,0,1,1,semifurnished,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Park', 'Rain Water Harvesting']",low
3308,0.75,3.0,5.0,3,low floor,Moderately Old,sector 7,house,603.0,0,0,0,0,0,unfurnished,[],low
3309,0.71,4.0,2.0,1,low floor,New Property,sector 104,house,700.0,0,0,0,0,0,unfurnished,[],low
3310,0.38,2.0,2.0,1,low floor,Moderately Old,sector 11,house,452.0,0,0,0,0,0,unfurnished,[],low
3311,3.25,4.0,3.0,3+,high floor,Relatively New,sector 103,house,4004.0,0,0,0,0,0,unfurnished,"['Milk Booth', 'Clinic', 'Swimming Pool', 'Business Lounge', 'Medical Centre', 'Reading Lounge', 'School', 'Salon', 'ATM']",normal
3312,2.3,5.0,3.0,3+,low floor,Old Property,sector 7,house,1345.0,1,1,0,1,0,unfurnished,"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park', 'Visitor Parking']",low
3313,1.5,10.0,7.0,3,low floor,Moderately Old,sector 13,house,1302.0,0,0,0,0,0,unfurnished,[],low
3314,1.1,9.0,3.0,3,low floor,Old Property,Rattan Garden,house,1259.0,0,0,0,0,0,unfurnished,['Visitor Parking'],low
3315,1.35,5.0,5.0,1,low floor,Old Property,sector 12,house,1345.0,0,0,0,0,0,unfurnished,"['Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking']",normal
3316,1.3,6.0,4.0,2,low floor,Moderately Old,Sadar Bazar,house,904.0,1,0,0,0,1,unfurnished,"['Feng Shui / Vaastu Compliant', 'Rain Water Harvesting']",low
3317,1.25,5.0,5.0,1,low floor,New Property,sector 6,house,1076.0,0,0,0,1,0,unfurnished,[],low
3318,1.44,4.0,2.0,2,low floor,Old Property,sector 24,house,4842.0,0,0,0,0,0,unfurnished,['Park'],low
3319,0.5,2.0,2.0,2,low floor,New Property,sector 4,house,452.0,1,1,0,1,1,unfurnished,"['Visitor Parking', 'Rain Water Harvesting']",low
3320,1.0,9.0,7.0,3+,low floor,Moderately Old,sector 2,house,1216.0,0,0,0,1,0,unfurnished,[],low
3321,5.5,9.0,9.0,3+,low floor,Moderately Old,sector 23,house,4198.0,0,1,0,0,1,semifurnished,[],low
3322,5.5,4.0,3.0,3,low floor,Old Property,sector 28,house,1797.0,0,0,0,1,1,semifurnished,"['Water Storage', 'Park', 'Rain Water Harvesting']",low
3323,0.8,5.0,3.0,1,low floor,Moderately Old,sector 4,house,678.0,0,0,0,0,0,unfurnished,[],low
3324,0.9,7.0,4.0,3+,low floor,Moderately Old,sector 11,house,904.0,0,0,0,0,0,unfurnished,['Water Storage'],low
3325,4.3,6.0,4.0,2,low floor,Moderately Old,sector 47,house,1464.0,0,0,0,0,1,unfurnished,[],low
3326,0.9,5.0,5.0,3,low floor,Relatively New,sector 11,house,796.0,0,0,0,0,0,unfurnished,[],low
3327,3.25,4.0,4.0,3,low floor,Old Property,sector 24,house,1066.0,0,0,0,0,0,unfurnished,"['Water Storage', 'Park']",low
3328,0.38,1.0,1.0,1,low floor,Moderately Old,sector 4,house,452.0,0,0,0,0,0,unfurnished,['Recently Renovated'],low
3329,3.71,3.0,3.0,1,low floor,Moderately Old,sector 12,house,1873.0,0,0,0,1,0,unfurnished,[],low
3330,0.4,2.0,2.0,1,low floor,Relatively New,sector 2,house,525.0,0,0,0,0,0,unfurnished,[],low
3331,0.55,4.0,4.0,0,low floor,Moderately Old,sector 105,house,484.2,0,0,0,0,0,unfurnished,[],low
3332,1.3,5.0,3.0,2,low floor,Old Property,sector 7,house,957.64,0,0,0,0,0,unfurnished,[],low
3333,0.75,2.0,2.0,3,low floor,Relatively New,sector 92,house,957.64,0,0,0,0,0,unfurnished,"['Swimming Pool', 'Reflexology Park', 'Terrace Garden', 'Waiting Lounge', 'Jacuzzi', 'Skating Rink', 'Cricket Pitch', 'Sun Deck', 'Amphitheatre']",normal
3334,0.3,1.0,1.0,2,low floor,New Property,sector 5,house,538.0,0,0,0,0,0,unfurnished,[],low
3335,0.18,2.0,1.0,1,low floor,Relatively New,Damdama,house,452.0,0,0,0,0,0,unfurnished,[],low
3336,1.55,2.0,3.0,2,low floor,New Property,sohna road,house,1055.0,1,0,0,1,0,semifurnished,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",normal
3337,0.32,5.0,1.0,0,low floor,Old Property,sector 17,house,559.52,0,0,0,0,0,unfurnished,[],low
3338,4.0,5.0,4.0,1,low floor,Moderately Old,sector 11,house,180.0,0,0,0,0,0,unfurnished,[],low
3339,0.38,2.0,2.0,2,low floor,Moderately Old,sector 105,house,50.0,0,0,0,0,0,unfurnished,[],low
3340,12.0,5.0,6.0,3+,low floor,Moderately Old,sector 50,house,360.0,0,0,0,0,0,unfurnished,"['Swimming Pool', 'Business Lounge', 'Jacuzzi', 'Squash Court', 'Wi-Fi Connectivity', 'Property Staff', 'Banquet Hall', 'Lawn Tennis Court', 'Video Door Security']",semi_luxrious
3341,0.45,1.0,1.0,1,low floor,Moderately Old,sector 8,house,500.0,0,0,0,0,0,unfurnished,[],low
3342,1.2,7.0,3.0,0,low floor,Moderately Old,sector 11,house,2700.76,0,0,0,0,0,unfurnished,[],low
3343,0.4,4.0,2.0,2,low floor,Moderately Old,sector 6,house,800.0,0,0,0,0,0,unfurnished,[],low
3344,1.0,1.0,1.0,0,low floor,Relatively New,sector 3,house,1495.64,0,0,0,0,0,unfurnished,[],low
3345,1.15,2.0,2.0,3,low floor,Old Property,sector 7,house,900.0,0,0,0,0,0,unfurnished,[],low
3346,0.7,3.0,3.0,0,low floor,Moderately Old,sector 4,house,1054.48,0,0,0,0,0,unfurnished,[],low
3347,3.08,6.0,4.0,2,low floor,Moderately Old,sector 11,house,2700.76,0,0,0,0,0,unfurnished,[],low
3348,2.95,2.0,2.0,0,low floor,Moderately Old,sector 56,house,1452.6,0,0,0,0,0,unfurnished,[],low
3349,3.0,7.0,7.0,0,low floor,Old Property,sector 7,house,2603.92,0,0,0,0,0,unfurnished,[],low
3350,8.0,6.0,5.0,3+,low floor,Moderately Old,sector 52,house,348.0,0,0,0,0,0,unfurnished,[],low
3351,2.75,6.0,6.0,2,low floor,Old Property,sector 12,house,2227.32,0,0,0,0,0,unfurnished,[],low
3352,2.25,5.0,3.0,0,low floor,Old Property,sector 7,house,1334.24,0,0,0,0,0,unfurnished,[],low
3353,1.45,3.0,2.0,1,low floor,Relatively New,sector 28,house,900.0,0,0,0,0,0,unfurnished,[],low
3354,3.5,3.0,3.0,1,low floor,New Property,lajpat nagar,house,2195.04,0,0,0,0,0,unfurnished,[],low
3355,0.82,3.0,2.0,1,low floor,New Property,sohna road,house,2100.0,0,0,0,0,0,unfurnished,[],low
3356,10.5,5.0,4.0,3+,low floor,Relatively New,sector 108,house,7327.56,0,0,0,0,0,unfurnished,"['Swimming Pool', 'Volley Ball Court', 'Aerobics Centre', 'Card Room', 'Barbecue', 'Sauna', 'Steam Room', 'Creche/Day care', 'Skating Rink']",semi_luxrious
3357,0.38,3.0,3.0,3,low floor,Relatively New,sector 12,house,904.0,0,0,0,0,0,unfurnished,[],low
3358,10.0,5.0,6.0,3,low floor,New Property,sector 33,house,4941.0,1,1,0,0,0,unfurnished,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Park', 'Rain Water Harvesting']",low
3359,4.6,7.0,6.0,3+,low floor,Moderately Old,sector 47,house,1733.0,0,0,0,0,0,furnished,"['Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Park', 'Rain Water Harvesting']",normal
3360,0.5,2.0,1.0,2,low floor,Moderately Old,sohna road,house,904.0,0,0,0,0,0,unfurnished,[],low
3361,0.35,2.0,1.0,0,low floor,Old Property,sector 12,house,355.08,0,0,0,0,0,unfurnished,[],low
3362,0.95,5.0,3.0,2,low floor,Relatively New,sector 37,house,1001.0,0,0,0,1,0,unfurnished,[],low
3363,1.6,1.0,1.0,2,low floor,Old Property,sector 39,house,893.0,0,0,0,0,0,unfurnished,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",normal
3364,0.29,2.0,1.0,0,groundfloor,Old Property,sector 17,house,893.0,0,0,0,0,0,unfurnished,[],low
3365,0.24,2.0,2.0,0,low floor,Relatively New,sector 11,house,452.0,0,0,0,0,0,unfurnished,[],low
3366,5.6,4.0,3.0,3+,low floor,Moderately Old,G Block DLF City Phase 1,house,1797.0,0,0,0,0,0,unfurnished,"['Private Garden / Terrace', 'High Ceiling Height', 'Security Personnel', 'Internet/wi-fi connectivity']",normal
3367,0.55,2.0,2.0,0,low floor,Moderately Old,manohar nagar,house,1200.0,0,0,0,0,0,unfurnished,[],low
3368,5.0,6.0,4.0,0,low floor,Old Property,sector 2,house,4002.72,0,0,0,0,0,unfurnished,[],low
3369,1.8,1.0,1.0,2,low floor,Relatively New,sector 39,house,720.0,0,0,0,0,0,unfurnished,[],low
3370,1.05,3.0,3.0,3,low floor,Moderately Old,Park View,house,1225.0,0,0,0,0,0,unfurnished,[],low
3371,1.8,8.0,5.0,2,low floor,Moderately Old,sector 11,house,2228.0,0,0,0,0,0,unfurnished,[],low
3372,0.44,3.0,2.0,1,low floor,Relatively New,sector 11,house,115.0,0,0,0,1,1,unfurnished,"['Water Storage', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']",normal
3373,0.7,2.0,2.0,2,high floor,New Property,sector 89,house,1301.96,0,0,0,0,0,unfurnished,[],low
3374,0.98,9.0,4.0,3,low floor,Old Property,sector 2,house,120.0,0,0,0,0,0,unfurnished,[],low
3375,3.35,6.0,5.0,3+,low floor,Moderately Old,sector 48,house,5993.32,0,0,0,0,0,unfurnished,"['Swimming Pool', 'School', 'Wi-Fi Connectivity', 'Property Staff', 'Amphitheatre', 'Yoga/Meditation Area', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup']",normal
3376,0.48,3.0,4.0,0,low floor,Moderately Old,sector 4,house,1345.0,0,0,0,0,0,unfurnished,[],low
3377,1.2,5.0,4.0,2,low floor,Old Property,sector 7,house,1076.0,0,0,0,0,0,unfurnished,[],low
3378,3.09,5.0,5.0,3+,high floor,Relatively New,sector 72,house,2922.0,0,1,0,0,0,semifurnished,"['Swimming Pool', 'Separate entry for servant room', 'Piped-gas', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",normal
3379,3.15,4.0,5.0,0,high floor,Relatively New,sector 103,house,4702.12,0,0,0,0,0,unfurnished,"['Bus Shelter', 'Swimming Pool', 'Business Lounge', 'Reading Lounge', 'Barbecue', 'Skating Rink', 'Fountain', 'Lawn Tennis Court', 'Amphitheatre']",semi_luxrious
3380,1.7,3.0,3.0,0,low floor,Old Property,sector 12,house,180.0,0,0,0,0,0,unfurnished,[],low
3381,4.75,6.0,7.0,0,low floor,Moderately Old,sector 1,house,4497.68,0,0,0,0,0,unfurnished,[],low
3382,1.65,2.0,3.0,0,low floor,Old Property,sector 9,house,903.84,0,0,0,0,0,unfurnished,[],low
3383,0.85,4.0,4.0,3,low floor,Relatively New,sector 92,house,1743.12,0,0,0,0,0,unfurnished,[],low
3384,2.0,4.0,3.0,0,low floor,New Property,sohna road,house,2668.48,0,0,0,0,0,unfurnished,[],low
3385,0.74,3.0,3.0,0,low floor,Moderately Old,sector 105,house,1000.68,0,0,0,0,0,unfurnished,[],low
3386,1.85,4.0,3.0,2,low floor,Moderately Old,sector 1,house,1156.0,0,0,0,0,0,unfurnished,[],low
3387,0.4,2.0,1.0,0,low floor,Relatively New,sector 3,house,300.0,0,0,0,0,0,unfurnished,[],low
3388,0.85,5.0,3.0,3,low floor,Relatively New,sector 3,house,900.0,0,0,0,0,0,unfurnished,[],low
3389,0.69,1.0,1.0,1,low floor,Old Property,sector 7,house,500.0,0,0,0,0,0,unfurnished,[],low
3390,0.85,2.0,2.0,0,low floor,Moderately Old,sector 6,house,1100.0,0,0,0,0,0,unfurnished,[],low
3391,13.0,6.0,8.0,3+,low floor,Relatively New,sector 25,house,2841.0,1,1,1,1,0,furnished,[],low
3392,1.4,2.0,2.0,1,low floor,Old Property,sector 12,house,1496.0,0,0,0,0,0,unfurnished,[],low
3393,1.8,5.0,5.0,3+,low floor,Moderately Old,Ravi Nagar Basai Road,house,3024.0,0,0,0,0,0,unfurnished,[],low
3394,0.7,4.0,4.0,0,low floor,Moderately Old,Begampur Khatola,house,2000.0,0,0,0,0,0,unfurnished,[],low
3395,0.7,4.0,3.0,2,low floor,Relatively New,Dhankot,house,721.0,0,0,1,1,0,unfurnished,"['Feng Shui / Vaastu Compliant', 'Water Storage']",low
3396,2.4,10.0,5.0,3,low floor,Old Property,sector 7,house,2702.0,1,1,0,1,0,unfurnished,['Fitness Centre / GYM'],low
3397,3.35,1.0,1.0,0,low floor,Old Property,sector 43,house,1238.0,0,0,0,0,0,unfurnished,['Private Garden / Terrace'],low
3398,1.65,1.0,1.0,0,low floor,Moderately Old,sector 41,house,1194.36,0,0,0,0,0,unfurnished,[],low
3399,0.6,1.0,1.0,0,low floor,Relatively New,sector 3,house,1000.68,0,0,0,0,0,unfurnished,[],low
3400,2.43,4.0,4.0,2,low floor,Old Property,sector 7,house,1635.52,1,0,1,1,0,unfurnished,"['Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Waste Disposal']",normal
3401,3.5,1.0,1.0,0,low floor,Relatively New,sector 3,house,3798.28,0,0,0,0,0,unfurnished,[],low
3402,0.34,1.0,1.0,0,low floor,Relatively New,sector 110,house,494.96,0,0,0,0,0,unfurnished,[],low
3403,0.75,6.0,4.0,1,low floor,Moderately Old,sector 6,house,710.0,0,0,0,0,0,unfurnished,"['Private Garden / Terrace', 'High Ceiling Height', 'Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal']",semi_luxrious
3404,0.55,1.0,1.0,0,low floor,Relatively New,sector 3,house,753.2,0,0,0,0,0,unfurnished,[],low
3405,0.7,4.0,2.0,0,low floor,Old Property,sector 28,house,861.0,0,0,0,0,0,unfurnished,['Water Storage'],low
3406,6.25,3.0,3.0,0,low floor,Moderately Old,sohna road,house,8998.0,0,0,0,0,0,unfurnished,[],low
3407,1.2,4.0,4.0,2,low floor,Relatively New,sector 12,house,850.04,0,0,0,1,0,semifurnished,['Visitor Parking'],low
3408,0.49,2.0,2.0,1,low floor,New Property,sohna road,house,1152.0,0,0,0,0,0,unfurnished,[],low
3409,2.0,10.0,10.0,3,low floor,Moderately Old,rajiv chowk,house,1893.76,0,0,0,0,0,unfurnished,[],low
