price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,features_list,luxury
0.8,1.0,1.0,1,groundfloor,Moderately Old,sector 49,flat,720.007,0,0,0,0,0,2,[],low
0.6,2.0,2.0,3,mid floor,Under Construction,sector 37,flat,1043.2,1,0,0,1,0,2,"['Lift(s)', 'Centrally Air Conditioned', 'Swimming Pool', 'Security Personnel', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Piped-gas', 'Fitness Centre / GYM']",normal
0.27,2.0,2.0,2,mid floor,Relatively New,sohna road,flat,621.404,0,0,0,0,0,2,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Shopping Centre', 'Rain Water Harvesting']",normal
0.8,2.0,2.0,2,mid floor,Under Construction,sector 89,flat,1297.0,0,0,0,0,0,2,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
6.5,3.0,4.0,3+,groundfloor,Old Property,sector 53,flat,2372.0,1,0,0,0,1,2,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",semi_luxrious
2.2,2.0,3.0,3+,low floor,Relatively New,sector 63,flat,770.0,0,0,0,0,0,2,"['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",semi_luxrious
1.9,3.0,3.0,3,low floor,New Property,sector 61,flat,837.0,0,0,0,0,0,2,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']",normal
0.55,2.0,2.0,1,low floor,Moderately Old,shanti nagar,flat,800.0,0,0,0,0,0,2,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society']",semi_luxrious
0.27,2.0,2.0,2,mid floor,New Property,sohna road,flat,460.8,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",normal
0.4,2.0,2.0,2,low floor,Relatively New,sector 33,flat,640.0,0,0,0,0,0,1,[],low
0.26,1.0,1.0,1,mid floor,New Property,sector 95,flat,380.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
1.0,3.0,3.0,2,low floor,Relatively New,sector 37,flat,1028.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Park']",low
0.4,2.0,2.0,3,mid floor,Under Construction,sohna road,flat,505.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",normal
0.95,2.0,2.0,3+,mid floor,Under Construction,sohna road,flat,849.0,1,0,0,0,1,2,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",semi_luxrious
1.12,2.0,2.0,1,groundfloor,Old Property,sector 57,flat,840.0,0,0,0,0,0,2,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Maintenance Staff', 'Water Storage', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",semi_luxrious
0.75,2.0,2.0,2,high floor,Old Property,sector 2,flat,916.0,0,0,0,0,0,0,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
0.35,2.0,2.0,2,high floor,Relatively New,sohna road,flat,576.0,0,0,0,0,0,2,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",semi_luxrious
2.08,3.0,3.0,2,mid floor,Under Construction,sector 67,flat,1381.6,0,0,0,0,1,2,"['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Reading Lounge', 'School', 'Solar Lighting', 'Aerobics Centre', 'Card Room']",normal
0.95,3.0,3.0,2,mid floor,Relatively New,sector 78,flat,1730.104,0,0,0,0,0,0,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",semi_luxrious
0.26,1.0,1.0,1,mid floor,New Property,sector 95,flat,431.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
0.8,3.0,3.0,1,groundfloor,Old Property,sector 3,flat,1040.0,0,0,0,0,0,2,[],low
0.74,3.0,3.0,1,mid floor,Under Construction,sector 69,flat,1069.6,0,1,0,0,0,2,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Security Personnel', 'Maintenance Staff', 'Internet/wi-fi connectivity', 'Swimming Pool', 'Park', 'Club house / Community Center', 'Fitness Centre / GYM', 'Rain Water Harvesting']",semi_luxrious
0.22,1.0,1.0,1,mid floor,Relatively New,sohna road,flat,321.625332,0,0,0,0,0,0,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
1.5,3.0,3.0,3,mid floor,Under Construction,sector 33,flat,1240.0,1,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",semi_luxrious
1.0,4.0,3.0,2,low floor,Relatively New,sector 92,flat,1950.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
2.0,3.0,3.0,2,mid floor,Under Construction,sector 67,flat,1017.0,0,0,0,0,1,2,"['Intercom Facility', 'Lift(s)', 'Park']",low
0.8,2.0,2.0,2,mid floor,Old Property,sector 21,flat,1130.0,0,0,0,0,0,2,[],low
1.6,3.0,3.0,3,mid floor,Moderately Old,sector 80,flat,1809.6,0,1,0,0,0,2,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",normal
0.29,1.0,1.0,1,low floor,New Property,sohna road,flat,399.0,0,0,0,0,0,1,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park']",low
0.25,2.0,2.0,1,low floor,Relatively New,sohna road,flat,481.684525,0,0,0,0,0,2,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting']",normal
0.32,2.0,2.0,1,mid floor,Relatively New,sector 99,flat,448.0,0,0,0,0,0,2,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre']",normal
0.6,2.0,2.0,2,high floor,Relatively New,sector 95,flat,860.8000000000001,1,0,0,0,0,2,"['Lift(s)', 'Park', 'Piped-gas', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Club house / Community Center']",normal
1.2,2.0,2.0,2,high floor,Relatively New,sector 104,flat,683.830567,0,0,0,0,0,2,"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",normal
0.94,3.0,3.0,2,mid floor,Moderately Old,sector 9,flat,1550.0,0,0,0,0,0,0,"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Club house / Community Center']",semi_luxrious
0.92,3.0,3.0,3+,high floor,New Property,sector 95,flat,1600.0,0,0,0,0,0,2,[],low
1.75,2.0,2.0,2,high floor,New Property,sector 22,flat,1104.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",normal
0.9,3.0,3.0,0,high floor,Under Construction,sector 89,flat,1914.894,0,0,0,0,0,2,"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Security Personnel', 'Maintenance Staff', 'Park', 'Water Storage', 'Club house / Community Center', 'Fitness Centre / GYM', 'Shopping Centre', 'Rain Water Harvesting']",semi_luxrious
1.35,3.0,5.0,3,mid floor,New Property,sector 99,flat,1597.6,0,1,0,0,1,2,"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Security Personnel', 'Maintenance Staff', 'Club house / Community Center', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Shopping Centre']",semi_luxrious
1.2,3.0,4.0,2,mid floor,Relatively New,sector 1,flat,1476.0,0,1,0,0,1,2,"['Lift(s)', 'Feng Shui / Vaastu Compliant', 'Piped-gas', 'Park', 'Swimming Pool', 'Club house / Community Center', 'Fitness Centre / GYM', 'Shopping Centre', 'Rain Water Harvesting']",normal
0.7,2.0,3.0,3+,high floor,Under Construction,sector 37,flat,1148.0,1,0,0,0,1,2,"['Intercom Facility', 'Lift(s)', 'Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Park', 'Security Personnel', 'Maintenance Staff', 'Club house / Community Center', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Water softening plant']",semi_luxrious
1.0,3.0,4.0,0,low floor,New Property,sector 1,flat,2479.544,0,0,0,0,0,2,[],low
1.4,3.0,4.0,3+,high floor,Under Construction,sector 106,flat,1408.0,1,1,0,0,1,2,"['Swimming Pool', 'Lounge', 'Reflexology Park', 'School', 'Aerobics Centre', 'Card Room', 'Sauna', 'Jacuzzi', 'Spa']",normal
0.65,3.0,3.0,3,low floor,Moderately Old,sector 92,flat,1414.0,0,0,0,0,0,2,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
0.87,2.0,2.0,1,high floor,New Property,sector 86,flat,1088.0,0,0,0,0,1,0,"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",normal
1.5,1.0,1.0,0,groundfloor,Moderately Old,sector 40,flat,2700.0,0,0,0,0,0,2,[],low
0.55,2.0,2.0,2,low floor,Old Property,sector 3,flat,744.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal']",semi_luxrious
1.25,3.0,2.0,0,groundfloor,Relatively New,sector 108,flat,1760.0,0,0,0,0,0,0,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",semi_luxrious
0.35,2.0,2.0,1,low floor,Moderately Old,sector 12,flat,650.0,0,0,0,0,0,2,"['Security / Fire Alarm', 'Water purifier', 'Water Storage', 'Waste Disposal']",low
1.3,3.0,3.0,3,high floor,Under Construction,sector 70,flat,2321.429,0,0,0,0,0,0,"['Infinity Pool', 'Swimming Pool', 'Laundry', 'School', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court']",semi_luxrious
2.0,4.0,5.0,3+,high floor,New Property,sector 103,flat,2136.0,0,1,0,0,0,2,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",normal
1.5,4.0,5.0,3+,mid floor,New Property,sector 1,flat,1887.2,0,1,0,0,0,2,"['Swimming Pool', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",normal
1.9,3.0,3.0,3+,low floor,Under Construction,sector 68,flat,2059.0,0,1,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
0.22,1.0,1.0,1,low floor,New Property,sector 95,flat,272.0,0,0,0,0,0,2,[],low
0.95,2.0,3.0,2,low floor,Old Property,sector 2,flat,1300.0,1,0,0,0,0,0,"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park']",low
0.4,2.0,2.0,1,mid floor,New Property,sector 90,flat,526.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Park', 'Shopping Centre']",low
0.32,2.0,2.0,2,low floor,New Property,sohna road,flat,519.0,0,0,0,0,0,2,"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Rain Water Harvesting']",normal
0.45,1.0,1.0,2,low floor,Old Property,sector 56,flat,480.0,0,0,0,0,0,2,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Rain Water Harvesting']",normal
1.85,3.0,3.0,3+,high floor,Under Construction,sector 68,flat,1589.6,0,0,0,0,0,2,"['Mini Theatre', 'Natural Pond', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Flower Garden', 'School', 'Volley Ball Court', 'RO System', 'Visitors Parking']",normal
0.96,3.0,3.0,3,mid floor,New Property,sector 95,flat,1548.0,0,0,1,1,0,2,"['Lift(s)', 'Park', 'Piped-gas']",low
2.4,4.0,4.0,3+,low floor,New Property,golf course ext road,flat,2198.0,0,0,0,0,0,0,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Rain Water Harvesting']",semi_luxrious
0.8,2.0,2.0,3+,mid floor,New Property,sector 79,flat,1036.0,0,0,0,0,1,2,"['Lift(s)', 'Swimming Pool', 'Park', 'Club house / Community Center', 'Fitness Centre / GYM']",low
1.2,3.0,2.0,3+,high floor,Relatively New,sector 104,flat,1446.0,1,0,0,1,0,0,"['Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",luxrious
0.5,2.0,2.0,2,low floor,Relatively New,sector 92,flat,800.0,0,0,0,0,1,2,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",semi_luxrious
0.92,4.0,5.0,3+,high floor,Moderately Old,sector 92,flat,1600.0,0,0,0,0,0,0,"['Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",luxrious
0.5,2.0,2.0,1,mid floor,New Property,sector 90,flat,600.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park']",normal
0.78,2.0,2.0,3+,high floor,Relatively New,sector 79,flat,1036.0,0,0,0,0,0,2,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",low
0.5,2.0,2.0,1,high floor,New Property,sector 81,flat,634.0,0,0,0,0,0,1,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",semi_luxrious
1.3,3.0,2.0,3+,high floor,Relatively New,sector 104,flat,1152.0,1,0,1,1,0,0,[],low
0.27,2.0,2.0,1,low floor,New Property,sector 99,flat,497.0,0,0,0,0,0,2,['Visitor Parking'],low
0.9,2.0,2.0,3,mid floor,New Property,sector 81,flat,1088.0,0,0,0,0,1,2,"['Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Security Personnel', 'Maintenance Staff', 'Park', 'Club house / Community Center', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Shopping Centre']",semi_luxrious
0.4,2.0,2.0,2,low floor,New Property,sector 37,flat,600.0,0,0,0,0,0,2,"['Lift(s)', 'Maintenance Staff', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting']",low
0.9,3.0,3.0,1,high floor,Relatively New,sector 95,flat,2000.0,0,0,0,0,0,2,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",semi_luxrious
0.39,1.0,1.0,2,low floor,New Property,sector 71,flat,260.0,0,0,0,0,0,2,[],low
2.5,3.0,2.0,3,mid floor,Old Property,sector 43,flat,1480.0,1,0,0,0,0,2,[],low
0.8,4.0,3.0,2,mid floor,Relatively New,sector 92,flat,1520.0,0,0,0,0,1,2,"['Intercom Facility', 'Lift(s)', 'Park', 'Club house / Community Center', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Shopping Centre']",normal
1.5,2.0,2.0,1,mid floor,New Property,sector 74,flat,1400.0,0,0,0,0,0,2,"['Swimming Pool', 'Fitness Centre / GYM', 'Water softening plant']",low
0.82,3.0,3.0,3+,high floor,Relatively New,sector 92,flat,1218.4,0,0,0,0,0,2,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",luxrious
1.8,2.0,3.0,3,high floor,New Property,sector 104,flat,1360.0,0,1,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",normal
0.3,2.0,2.0,1,low floor,New Property,sector 99,flat,550.0,0,0,0,0,0,2,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
1.95,3.0,4.0,3+,mid floor,New Property,sector 79,flat,1121.0,0,1,0,0,0,2,"['Swimming Pool', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",normal
1.5,3.0,3.0,3+,mid floor,Under Construction,sector 103,flat,1730.0,0,0,0,0,0,2,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",semi_luxrious
0.9,4.0,2.0,3+,low floor,Old Property,sector 28,flat,1244.0,0,0,0,0,0,2,[],low
0.95,3.0,3.0,2,mid floor,Moderately Old,sector 9,flat,1240.0,0,0,0,0,1,2,"['Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel']",normal
1.0,3.0,3.0,3,low floor,Under Construction,sector 37,flat,1440.0,0,0,0,0,0,2,"['Swimming Pool', 'School', 'Aerobics Centre', 'Barbecue', 'Terrace Garden', 'Sauna', 'Water Softener Plant', 'Grocery Shop', 'Squash Court']",normal
0.53,3.0,3.0,2,low floor,Relatively New,sector 12,flat,880.0,0,0,0,0,0,0,"['Intercom Facility', 'Lift(s)', 'Water Storage']",low
0.42,3.0,2.0,1,low floor,Relatively New,sector 105,flat,1000.0,0,0,0,0,0,2,"['Lift(s)', 'Visitor Parking']",low
1.35,2.0,2.0,3,mid floor,New Property,sector 79,flat,1200.0,1,0,0,0,1,0,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",semi_luxrious
1.5,3.0,4.0,3+,high floor,New Property,sector 37,flat,1886.4,0,1,0,0,1,2,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",semi_luxrious
1.2,3.0,3.0,2,mid floor,Moderately Old,sector 78,flat,1848.0,0,0,0,1,0,1,"['Piped-gas', 'Natural Light']",low
1.5,3.0,3.0,2,low floor,Relatively New,sector 88,flat,1850.0,0,0,0,0,0,2,"['Lift(s)', 'Swimming Pool', 'Park', 'Visitor Parking', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",normal
1.5,2.0,2.0,3+,mid floor,New Property,sector 79,flat,1350.0,0,0,0,0,0,0,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",normal
0.9,3.0,2.0,3,high floor,Relatively New,sector 92,flat,1096.0,0,0,0,0,0,2,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",semi_luxrious
1.08,4.0,4.0,2,high floor,New Property,sector 92,flat,1672.0,0,1,0,0,0,2,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",semi_luxrious
0.62,2.0,2.0,2,mid floor,New Property,sector 92,flat,1064.0,0,0,0,0,0,2,[],low
1.7,4.0,4.0,3+,high floor,New Property,sector 68,flat,1599.2,0,0,0,0,0,2,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",semi_luxrious
0.4,1.0,1.0,1,mid floor,Moderately Old,sector 2,flat,465.0,0,0,0,0,0,0,"['Centrally Air Conditioned', 'Lift(s)', 'Park', 'Maintenance Staff', 'Visitor Parking', 'Security Personnel']",normal
1.4,3.0,4.0,0,low floor,New Property,sector 107,flat,1888.8,0,0,0,0,0,2,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",semi_luxrious
0.35,3.0,3.0,1,low floor,Old Property,sector 12,flat,800.0,0,0,0,0,0,2,[],low
1.25,3.0,4.0,3,high floor,Under Construction,sector 103,flat,1811.0,1,1,0,0,0,2,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",semi_luxrious
1.35,2.0,2.0,2,low floor,Moderately Old,sector 28,flat,1125.751,0,0,0,0,0,2,[],low
1.05,3.0,3.0,3,mid floor,Under Construction,sector 86,flat,1516.0,0,1,0,0,0,2,[],low
3.3,5.0,5.0,3+,low floor,Old Property,sector 48,flat,3124.0,0,1,0,0,0,2,"['Security / Fire Alarm', 'Private Garden / Terrace', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Club house / Community Center']",semi_luxrious
